Order_ID,Order_Date,Ship_Date,First_Name,Last_Name,Full_Name,Country,Region,Category,Sub_Category,Sales,Profit,Quantity,Discount
ORD01234,17-02-2022,18-02-2022,John,Smith,John Smith,USA,West,Office Supplies,Storage,424,-34,2,0
ORD01235,01-10-2021,07-10-2021,Priya,Sharma,Priya Sharma,USA,West,Furniture,Binders,659,197,2,0
ORD01236,22-11-2022,02-12-2022,Priya,Smith,Priya Smith,Canada,West,Office Supplies,Storage,950,-97,13,0.1
ORD01237,21-06-2022,25-06-2022,Liam,Verma,Liam Verma,India,West,Furniture,Storage,206,6,3,0
ORD01238,26-03-2022,30-03-2022,Rahul,Patel,RahulPatel,India,North,Furniture,Chairs,1192,224,9,0
ORD01239,11-02-2021,16-02-2021,Rahul,Patel,Rahul Patel,India,West,Furniture,Binders,1148,-198,1,0
ORD01240,17-08-2022,25-08-2022,Ava,Sharma,Ava Sharma,USA,North,Technology,Chairs,1237,112,13,0
ORD01241,08-03-2022,12-03-2022,Rahul,Anderson,Rahul Anderson,Canada,East,Technology,Tables,400,107,4,0
ORD01242,19-09-2021,29-09-2021,Amit,Anderson,Amit Anderson,Canada,South,Furniture,Chairs,1451,106,8,0.1
ORD01243,04-12-2022,12-12-2022,John,Brown,John Brown,UK,East,Furniture,Phones,1648,-144,3,0.2
ORD01244,11-08-2021,18-08-2021,John,Anderson,John Anderson,USA,South,Technology,Chairs,496,74,13,0.1
ORD01245,03-07-2021,05-07-2021,Sneha,Anderson,Sneha Anderson,UK,South,Office Supplies,Accessories,141,-14,12,0.1
ORD01246,27-05-2021,30-05-2021,John,Verma,JohnVerma,UK,West,OfficeSupplies,Tables,1054,204,12,0
ORD01247,17-01-2022,24-01-2022,Rahul,Verma,Rahul Verma,UK,West,Furniture,Tables,602,159,10,0.1
ORD01248,27-04-2022,05-05-2022,Rahul,Taylor,Rahul Taylor,USA,West,Furniture,Phones,1512,-275,2,0.1
ORD01249,30-01-2022,02-02-2022,Noah,Sharma,Noah Sharma,Canada,South,Technology,Phones,1598,209,8,0
ORD01250,09-08-2022,15-08-2022,John,Smith,John Smith,Australia,West,Furniture,Accessories,64,-3,9,0.1
ORD01251,27-08-2022,04-09-2022,John,Johnson,John Johnson,Australia,East,Office Supplies,Chairs,1520,242,14,0
ORD01252,02-07-2022,03-07-2022,Priya,Taylor,Priya Taylor,Canada,West,Technology,Chairs,949,-124,12,0.1
ORD01253,03-01-2021,06-01-2021,Sneha,Anderson,SnehaAnderson,Canada,East,OfficeSupplies,Phones,1803,137,9,0.1
ORD01254,25-10-2021,30-10-2021,Liam,Smith,Liam Smith,USA,South,Technology,Tables,280,-20,6,0
ORD01255,02-03-2022,08-03-2022,Priya,Taylor,Priya Taylor,Australia,West,Furniture,Binders,1469,282,15,0.2
ORD01256,24-06-2022,26-06-2022,Rahul,Verma,Rahul Verma,Australia,South,Technology,Binders,932,-43,1,0.1
ORD01257,22-05-2021,26-05-2021,Rahul,Anderson,Rahul Anderson,India,South,Furniture,Binders,1343,346,8,0
ORD01258,18-07-2021,25-07-2021,Sneha,Brown,SnehaBrown,India,East,Technology,Binders,1234,404,8,0.1
ORD01259,24-09-2021,29-09-2021,Liam,Sharma,Liam Sharma,India,South,Office Supplies,Binders,450,117,15,0
ORD01260,21-12-2021,30-12-2021,Ava,Verma,Ava Verma,Canada,South,Furniture,Phones,1710,-179,2,0
ORD01261,28-08-2021,31-08-2021,Olivia,Brown,Olivia Brown,USA,South,Furniture,Accessories,1366,266,4,0
ORD01262,05-08-2021,09-08-2021,Amit,Verma,Amit Verma,UK,West,Furniture,Phones,1934,-10,3,0.1
ORD01263,14-08-2021,21-08-2021,Liam,Brown,LiamBrown,UK,South,Technology,Phones,1643,-422,11,0.1
ORD01264,06-01-2021,12-01-2021,Noah,Smith,Noah Smith,UK,West,Technology,Tables,136,-12,14,0.1
ORD01265,25-03-2021,02-04-2021,Amit,Patel,Amit Patel,India,West,Office Supplies,Tables,1159,-253,8,0
ORD01266,16-07-2021,26-07-2021,Olivia,Anderson,OliviaAnderson,India,North,OfficeSupplies,Accessories,1891,489,6,0
ORD01267,08-10-2022,17-10-2022,Priya,Verma,PriyaVerma,India,North,Furniture,Phones,1168,19,1,0
ORD01268,26-01-2021,30-01-2021,Rahul,Verma,Rahul Verma,Canada,North,Furniture,Phones,238,-8,11,0.2
ORD01269,28-04-2021,30-04-2021,Priya,Taylor,Priya Taylor,Canada,East,Office Supplies,Accessories,1208,-70,4,0
ORD01270,23-02-2021,01-03-2021,Noah,Sharma,NoahSharma,Canada,East,Furniture,Chairs,86,29,2,0.2
ORD01271,16-09-2022,24-09-2022,Sneha,Verma,Sneha Verma,India,East,Technology,Accessories,1720,-218,1,0
ORD01272,08-01-2022,15-01-2022,Rahul,Verma,Rahul Verma,USA,East,Furniture,Phones,1624,-351,10,0.1
ORD01273,26-11-2021,30-11-2021,Ava,Johnson,AvaJohnson,USA,East,Furniture,Storage,1769,-167,7,0
ORD01274,20-01-2021,29-01-2021,Ava,Anderson,Ava Anderson,India,West,Office Supplies,Accessories,1574,222,9,0.1
ORD01275,16-06-2021,19-06-2021,Priya,Smith,Priya Smith,UK,South,Office Supplies,Phones,1980,518,13,0.1
ORD01276,05-12-2021,13-12-2021,Sneha,Sharma,Sneha Sharma,Australia,North,Technology,Storage,1315,-378,15,0.2
ORD01277,02-05-2021,09-05-2021,Noah,Smith,NoahSmith,Australia,North,OfficeSupplies,Accessories,1759,94,14,0.1
ORD01278,12-11-2021,22-11-2021,Amit,Smith,AmitSmith,Australia,East,Technology,Phones,1055,-147,6,0.1
ORD01279,18-04-2021,21-04-2021,Emma,Anderson,Emma Anderson,USA,South,Furniture,Tables,1750,330,10,0
ORD01280,11-11-2021,19-11-2021,Rahul,Sharma,Rahul Sharma,India,South,Furniture,Tables,727,-193,14,0
ORD01281,17-04-2021,25-04-2021,Rahul,Anderson,RahulAnderson,India,South,Technology,Storage,574,-41,9,0
ORD01282,30-08-2021,02-09-2021,John,Taylor,John Taylor,Australia,East,Technology,Tables,801,-146,3,0
ORD01283,09-08-2021,15-08-2021,John,Brown,John Brown,India,West,Technology,Tables,1408,229,8,0.2
ORD01284,30-11-2022,07-12-2022,Olivia,Patel,Olivia Patel,India,East,Furniture,Accessories,986,-156,5,0
ORD01285,01-08-2022,07-08-2022,Noah,Brown,Noah Brown,Australia,West,Technology,Chairs,380,88,1,0.1
ORD01286,01-07-2021,08-07-2021,Noah,Sharma,Noah Sharma,USA,North,Furniture,Storage,685,143,8,0.1
ORD01287,12-04-2022,19-04-2022,Rahul,Taylor,Rahul Taylor,Canada,West,Office Supplies,Storage,1877,-447,12,0
ORD01288,01-06-2022,08-06-2022,Olivia,Brown,Olivia Brown,UK,South,Furniture,Chairs,1314,37,11,0
ORD01289,30-10-2021,02-11-2021,John,Brown,John Brown,Australia,West,Office Supplies,Chairs,1013,-194,7,0.1
ORD01290,02-02-2021,07-02-2021,Olivia,Brown,Olivia Brown,India,West,Technology,Phones,342,30,7,0.1
ORD01291,29-09-2021,07-10-2021,Priya,Johnson,Priya Johnson,India,East,Technology,Accessories,1122,-237,1,0
ORD01292,01-05-2022,11-05-2022,Noah,Sharma,NoahSharma,India,South,OfficeSupplies,Phones,636,4,6,0
ORD01293,08-01-2021,11-01-2021,Ava,Johnson,Ava Johnson,Australia,East,Furniture,Tables,999,12,8,0.1
ORD01294,12-07-2022,17-07-2022,Noah,Johnson,Noah Johnson,UK,East,Office Supplies,Chairs,425,120,7,0.1
ORD01295,28-04-2022,05-05-2022,Olivia,Johnson,OliviaJohnson,UK,South,OfficeSupplies,Chairs,1887,375,4,0
ORD01296,16-10-2022,18-10-2022,Liam,Johnson,Liam Johnson,UK,East,Furniture,Binders,774,237,1,0
ORD01297,28-05-2021,06-06-2021,Amit,Taylor,Amit Taylor,UK,West,Technology,Binders,201,-14,11,0.1
ORD01298,11-05-2021,12-05-2021,Olivia,Johnson,OliviaJohnson,UK,West,Technology,Tables,128,38,1,0.1
ORD01299,27-06-2022,02-07-2022,Ava,Verma,Ava Verma,Canada,West,Furniture,Chairs,554,105,6,0.1
ORD01300,27-05-2022,28-05-2022,Amit,Brown,Amit Brown,Australia,North,Technology,Chairs,242,30,1,0
ORD01301,29-04-2022,04-05-2022,Sneha,Smith,Sneha Smith,Canada,North,Technology,Phones,402,-52,7,0.1
ORD01302,16-12-2021,25-12-2021,Rahul,Patel,Rahul Patel,India,West,Office Supplies,Accessories,197,-54,6,0.1
ORD01303,04-03-2022,06-03-2022,Liam,Patel,Liam Patel,UK,North,Office Supplies,Chairs,875,2,6,0.1
ORD01304,10-01-2022,18-01-2022,Sneha,Brown,Sneha Brown,India,West,Furniture,Accessories,1158,337,5,0
ORD01305,22-07-2021,24-07-2021,Noah,Smith,Noah Smith,UK,West,Technology,Phones,1709,-193,5,0
ORD01306,18-07-2021,19-07-2021,Olivia,Verma,Olivia Verma,USA,South,Furniture,Storage,1617,305,14,0.1
ORD01307,19-10-2021,22-10-2021,Emma,Sharma,Emma Sharma,UK,North,Office Supplies,Chairs,549,184,2,0.1
ORD01308,07-01-2021,16-01-2021,Liam,Verma,Liam Verma,India,South,Office Supplies,Chairs,1094,223,9,0.1
ORD01309,22-08-2022,23-08-2022,Sneha,Johnson,Sneha Johnson,India,East,Office Supplies,Storage,311,63,7,0.1
ORD01310,11-07-2021,16-07-2021,Noah,Verma,Noah Verma,UK,East,Furniture,Storage,1536,437,12,0
ORD01311,11-04-2021,16-04-2021,Olivia,Johnson,OliviaJohnson,UK,North,OfficeSupplies,Phones,1843,-278,1,0
ORD01312,12-05-2021,19-05-2021,Rahul,Sharma,Rahul Sharma,UK,South,Furniture,Storage,1580,93,3,0.1
ORD01313,13-12-2022,18-12-2022,Ava,Sharma,Ava Sharma,Canada,East,Technology,Tables,1758,108,13,0.1
ORD01314,22-06-2021,26-06-2021,Priya,Sharma,Priya Sharma,UK,South,Technology,Phones,328,-59,3,0
ORD01315,23-09-2022,25-09-2022,Olivia,Smith,Olivia Smith,USA,North,Furniture,Tables,1466,343,12,0.2
ORD01316,22-02-2022,04-03-2022,Priya,Patel,Priya Patel,Canada,East,Furniture,Chairs,1113,-105,8,0
ORD01317,02-01-2021,03-01-2021,Sneha,Brown,Sneha Brown,Canada,West,Technology,Phones,1846,36,3,0.1
ORD01318,12-11-2021,17-11-2021,Liam,Johnson,Liam Johnson,UK,East,Furniture,Tables,781,-109,2,0
ORD01319,14-01-2021,20-01-2021,Ava,Brown,Ava Brown,Australia,East,Technology,Tables,1784,563,14,0
ORD01320,17-03-2022,18-03-2022,Priya,Anderson,Priya Anderson,UK,North,Technology,Tables,1670,379,5,0.1
ORD01321,12-09-2021,19-09-2021,Liam,Taylor,Liam Taylor,USA,North,Office Supplies,Accessories,1618,-15,7,0.2
ORD01322,19-06-2021,27-06-2021,Sneha,Sharma,Sneha Sharma,UK,South,Technology,Tables,1794,-28,1,0.1
ORD01323,14-08-2021,15-08-2021,Amit,Johnson,Amit Johnson,Canada,North,Technology,Tables,673,6,10,0
ORD01324,12-02-2022,17-02-2022,Noah,Brown,Noah Brown,India,West,Office Supplies,Tables,1406,-145,1,0
ORD01325,19-09-2021,23-09-2021,Liam,Anderson,Liam Anderson,Australia,West,Furniture,Tables,939,214,11,0.1
ORD01326,20-10-2021,26-10-2021,Priya,Brown,Priya Brown,Australia,North,Technology,Tables,1873,594,6,0.1
ORD01327,29-05-2022,30-05-2022,Priya,Taylor,Priya Taylor,USA,West,Technology,Tables,1777,-163,2,0.1
ORD01328,15-02-2021,16-02-2021,John,Brown,John Brown,Canada,West,Furniture,Tables,860,-228,3,0.2
ORD01329,01-04-2022,04-04-2022,Liam,Taylor,Liam Taylor,UK,West,Technology,Chairs,1362,57,14,0.2
ORD01330,13-12-2022,14-12-2022,Rahul,Johnson,Rahul Johnson,India,East,Technology,Chairs,1989,36,4,0.1
ORD01331,07-05-2022,14-05-2022,Amit,Taylor,Amit Taylor,USA,East,Office Supplies,Tables,1859,463,12,0.2
ORD01332,21-04-2021,28-04-2021,Priya,Taylor,Priya Taylor,USA,West,Technology,Tables,924,323,11,0
ORD01333,22-06-2022,27-06-2022,Priya,Sharma,Priya Sharma,UK,South,Furniture,Tables,1018,118,1,0.2
ORD01334,21-07-2022,22-07-2022,Ava,Anderson,Ava Anderson,UK,East,Technology,Tables,1390,314,9,0.2
ORD01335,27-09-2021,04-10-2021,Noah,Brown,Noah Brown,Canada,West,Technology,Storage,306,-19,13,0.1
ORD01336,08-01-2021,10-01-2021,Rahul,Verma,Rahul Verma,India,North,Furniture,Chairs,446,-36,3,0
ORD01337,21-07-2021,31-07-2021,John,Taylor,JohnTaylor,India,East,Technology,Binders,194,-24,15,0
ORD01338,26-06-2021,06-07-2021,Sneha,Johnson,Sneha Johnson,USA,North,Furniture,Storage,847,207,5,0
ORD01339,27-06-2022,30-06-2022,Liam,Verma,LiamVerma,USA,North,Technology,Storage,1631,-370,8,0.1
ORD01340,14-08-2022,20-08-2022,Noah,Smith,Noah Smith,India,South,Furniture,Storage,1648,556,15,0
ORD01341,18-03-2021,22-03-2021,Rahul,Verma,Rahul Verma,UK,North,Office Supplies,Phones,1053,-242,4,0.1
ORD01342,23-11-2021,25-11-2021,Olivia,Johnson,Olivia Johnson,Canada,West,Furniture,Binders,737,152,15,0
ORD01343,24-02-2022,01-03-2022,Liam,Smith,Liam Smith,India,South,Technology,Storage,317,99,11,0.1
ORD01344,27-03-2021,05-04-2021,Priya,Patel,Priya Patel,UK,South,Office Supplies,Storage,1430,-372,2,0.2
ORD01345,25-11-2022,28-11-2022,Olivia,Smith,Olivia Smith,India,West,Office Supplies,Accessories,336,-95,12,0.2
ORD01346,24-02-2022,06-03-2022,Amit,Taylor,Amit Taylor,Canada,South,Furniture,Storage,1657,-57,12,0.1
ORD01347,05-05-2021,13-05-2021,Sneha,Patel,Sneha Patel,India,South,Office Supplies,Binders,462,109,15,0.1
ORD01348,26-09-2021,01-10-2021,Liam,Patel,Liam Patel,India,East,Technology,Phones,433,121,5,0
ORD01349,12-11-2021,19-11-2021,Ava,Smith,AvaSmith,India,East,OfficeSupplies,Accessories,1853,306,10,0
ORD01350,29-10-2021,31-10-2021,Emma,Smith,Emma Smith,Australia,South,Furniture,Accessories,550,168,10,0.1
ORD01351,25-09-2022,27-09-2022,Sneha,Patel,Sneha Patel,Australia,East,Technology,Storage,1812,537,3,0.1
ORD01352,04-06-2021,08-06-2021,John,Brown,John Brown,UK,East,Technology,Phones,794,195,12,0
ORD01353,14-06-2021,24-06-2021,Liam,Brown,Liam Brown,Canada,East,Furniture,Binders,1025,-3,9,0.2
ORD01354,05-02-2021,09-02-2021,Sneha,Taylor,Sneha Taylor,Australia,North,Office Supplies,Storage,102,35,5,0
ORD01355,03-08-2022,09-08-2022,Sneha,Sharma,Sneha Sharma,USA,North,Furniture,Phones,990,-152,10,0.2
ORD01356,01-11-2021,09-11-2021,Noah,Sharma,Noah Sharma,UK,East,Technology,Accessories,1328,-94,7,0.2
ORD01357,22-10-2021,29-10-2021,Noah,Anderson,Noah Anderson,UK,South,Technology,Storage,544,-44,4,0.1
ORD01358,25-02-2022,02-03-2022,Rahul,Taylor,Rahul Taylor,India,North,Office Supplies,Accessories,574,138,15,0
ORD01359,11-02-2021,18-02-2021,Rahul,Sharma,RahulSharma,India,North,OfficeSupplies,Accessories,615,116,13,0.2
ORD01360,07-04-2021,09-04-2021,Ava,Johnson,Ava Johnson,Canada,West,Furniture,Accessories,606,198,11,0.1
ORD01361,29-08-2021,01-09-2021,Emma,Smith,Emma Smith,Australia,West,Office Supplies,Phones,1677,550,4,0.1
ORD01362,08-02-2022,10-02-2022,Priya,Anderson,PriyaAnderson,Australia,West,Furniture,Tables,1941,98,11,0.2
ORD01363,14-05-2022,18-05-2022,Liam,Smith,Liam Smith,Canada,South,Office Supplies,Tables,984,240,15,0
ORD01364,07-07-2022,10-07-2022,Emma,Johnson,Emma Johnson,India,South,Furniture,Chairs,1078,252,12,0.1
ORD01365,31-10-2021,01-11-2021,Rahul,Smith,Rahul Smith,India,South,Furniture,Storage,679,-46,12,0.1
ORD01366,17-02-2021,22-02-2021,Priya,Anderson,Priya Anderson,USA,East,Furniture,Storage,1937,-506,10,0
ORD01367,20-04-2022,23-04-2022,Priya,Sharma,Priya Sharma,Canada,East,Office Supplies,Storage,816,24,3,0.1
ORD01368,03-12-2022,06-12-2022,Emma,Taylor,Emma Taylor,India,West,Technology,Storage,127,-22,1,0
ORD01369,19-02-2022,27-02-2022,Emma,Patel,EmmaPatel,India,East,Technology,Tables,1213,165,8,0.1
ORD01370,13-09-2021,15-09-2021,Amit,Verma,Amit Verma,Australia,West,Furniture,Binders,1712,-486,13,0.1
ORD01371,18-06-2022,28-06-2022,Rahul,Taylor,Rahul Taylor,UK,West,Technology,Tables,785,-227,9,0
ORD01372,28-12-2021,04-01-2022,Priya,Taylor,Priya Taylor,India,West,Office Supplies,Binders,53,14,2,0
ORD01373,15-04-2022,17-04-2022,Olivia,Sharma,Olivia Sharma,USA,West,Furniture,Binders,1962,-109,10,0.1
ORD01374,17-06-2021,22-06-2021,John,Smith,John Smith,Australia,East,Technology,Binders,1940,-309,15,0
ORD01375,29-06-2021,08-07-2021,Noah,Brown,Noah Brown,India,West,Technology,Accessories,395,-24,5,0.2
ORD01376,02-07-2021,08-07-2021,Noah,Sharma,Noah Sharma,Canada,West,Office Supplies,Binders,246,19,14,0.2
ORD01377,05-11-2021,13-11-2021,Olivia,Anderson,OliviaAnderson,Canada,East,Furniture,Accessories,178,40,12,0.1
ORD01378,28-11-2021,06-12-2021,Noah,Taylor,Noah Taylor,India,West,Technology,Storage,1377,372,2,0
ORD01379,28-01-2022,07-02-2022,Liam,Smith,LiamSmith,India,North,Technology,Storage,433,-33,14,0
ORD01380,27-10-2022,06-11-2022,Liam,Johnson,Liam Johnson,UK,North,Furniture,Tables,1504,-318,10,0
ORD01381,02-06-2022,08-06-2022,Liam,Sharma,Liam Sharma,India,South,Furniture,Tables,800,-55,3,0.2
ORD01382,19-02-2021,27-02-2021,Rahul,Taylor,Rahul Taylor,Australia,West,Furniture,Tables,1647,342,12,0.1
ORD01383,18-06-2021,28-06-2021,Ava,Brown,Ava Brown,Canada,West,Furniture,Binders,212,27,4,0
ORD01384,21-06-2021,29-06-2021,Priya,Johnson,PriyaJohnson,Canada,East,Furniture,Chairs,606,199,14,0
ORD01385,14-06-2022,15-06-2022,Amit,Smith,Amit Smith,Australia,North,Furniture,Phones,1369,-97,8,0.1
ORD01386,05-05-2022,08-05-2022,Sneha,Johnson,Sneha Johnson,India,East,Technology,Chairs,104,-15,15,0.2
ORD01387,16-10-2022,20-10-2022,Amit,Sharma,Amit Sharma,Canada,South,Technology,Chairs,1934,-101,15,0.2
ORD01388,15-03-2021,19-03-2021,Noah,Taylor,Noah Taylor,Australia,South,Furniture,Storage,527,-110,4,0.2
ORD01389,20-06-2022,29-06-2022,Noah,Brown,Noah Brown,UK,South,Office Supplies,Chairs,1840,287,8,0.1
ORD01390,05-02-2021,10-02-2021,Rahul,Patel,Rahul Patel,Australia,East,Furniture,Storage,942,-168,4,0.1
ORD01391,25-08-2022,04-09-2022,Olivia,Verma,Olivia Verma,Canada,South,Technology,Chairs,708,-68,12,0.1
ORD01392,19-02-2022,25-02-2022,Liam,Sharma,Liam Sharma,Canada,South,Furniture,Chairs,223,-64,4,0.2
ORD01393,30-06-2021,03-07-2021,Sneha,Smith,Sneha Smith,Australia,West,Furniture,Storage,1993,120,7,0.2
ORD01394,05-01-2022,07-01-2022,Olivia,Verma,Olivia Verma,Canada,North,Office Supplies,Storage,1321,40,15,0.1
ORD01395,14-03-2022,16-03-2022,Amit,Anderson,Amit Anderson,USA,East,Office Supplies,Storage,1632,-222,8,0.2
ORD01396,14-05-2022,20-05-2022,Sneha,Sharma,Sneha Sharma,UK,South,Furniture,Chairs,1840,-468,8,0.1
ORD01397,03-02-2021,04-02-2021,Olivia,Patel,Olivia Patel,USA,East,Furniture,Binders,1157,284,2,0
ORD01398,18-01-2022,22-01-2022,Olivia,Brown,Olivia Brown,India,East,Furniture,Tables,711,-40,9,0
ORD01399,15-09-2021,20-09-2021,Amit,Verma,Amit Verma,UK,East,Office Supplies,Accessories,1298,243,13,0
ORD01400,14-09-2021,20-09-2021,Priya,Sharma,Priya Sharma,Canada,West,Technology,Chairs,426,69,10,0.1
ORD01401,21-07-2022,29-07-2022,John,Smith,John Smith,USA,North,Technology,Accessories,1369,-403,14,0
ORD01402,10-03-2022,19-03-2022,Priya,Sharma,Priya Sharma,Canada,South,Furniture,Accessories,1612,154,13,0.2
ORD01403,17-01-2021,25-01-2021,Ava,Patel,AvaPatel,Canada,East,Furniture,Binders,907,-145,6,0.1
ORD01404,30-09-2022,08-10-2022,Ava,Anderson,AvaAnderson,Canada,East,Furniture,Chairs,393,-72,13,0
ORD01405,04-05-2022,10-05-2022,Olivia,Johnson,Olivia Johnson,UK,East,Furniture,Tables,631,160,11,0.1
ORD01406,28-10-2022,30-10-2022,Emma,Sharma,Emma Sharma,UK,West,Office Supplies,Phones,1887,-548,3,0.1
ORD01407,09-01-2021,17-01-2021,Amit,Anderson,Amit Anderson,USA,South,Furniture,Phones,821,201,5,0.1
ORD01408,31-07-2022,02-08-2022,Ava,Smith,Ava Smith,Canada,North,Office Supplies,Phones,1108,33,4,0.2
ORD01409,28-08-2021,06-09-2021,Ava,Verma,AvaVerma,Canada,South,Technology,Accessories,1575,474,2,0.2
ORD01410,05-01-2021,07-01-2021,Olivia,Verma,Olivia Verma,USA,East,Furniture,Storage,1699,62,1,0.1
ORD01411,15-07-2022,16-07-2022,Liam,Sharma,Liam Sharma,India,West,Furniture,Storage,1640,-229,1,0
ORD01412,16-11-2022,25-11-2022,Amit,Johnson,Amit Johnson,Canada,West,Technology,Accessories,1644,460,10,0.1
ORD01413,08-10-2022,16-10-2022,Olivia,Verma,OliviaVerma,Canada,East,Furniture,Accessories,361,106,8,0.1
ORD01414,28-01-2022,03-02-2022,Liam,Johnson,Liam Johnson,Australia,East,Furniture,Accessories,1797,-94,4,0
ORD01415,22-09-2022,25-09-2022,Noah,Smith,Noah Smith,UK,West,Technology,Accessories,833,-183,2,0
ORD01416,08-02-2022,14-02-2022,Rahul,Brown,Rahul Brown,USA,East,Office Supplies,Accessories,361,-9,5,0
ORD01417,18-11-2021,27-11-2021,Priya,Verma,Priya Verma,India,West,Office Supplies,Chairs,1339,-108,1,0.2
ORD01418,04-06-2022,11-06-2022,Noah,Sharma,Noah Sharma,UK,East,Furniture,Chairs,157,17,13,0.1
ORD01419,02-02-2022,05-02-2022,Sneha,Taylor,Sneha Taylor,Australia,North,Office Supplies,Tables,1351,259,12,0.1
ORD01420,09-01-2021,18-01-2021,John,Taylor,John Taylor,Australia,West,Furniture,Tables,1486,62,13,0.1
ORD01421,17-03-2022,22-03-2022,Emma,Anderson,Emma Anderson,Canada,South,Technology,Phones,358,8,9,0
ORD01422,15-07-2022,23-07-2022,Liam,Johnson,LiamJohnson,Canada,South,OfficeSupplies,Phones,240,23,13,0.1
ORD01423,10-02-2021,18-02-2021,Priya,Patel,Priya Patel,Canada,South,Furniture,Accessories,175,-2,8,0.2
ORD01424,06-05-2022,11-05-2022,Olivia,Smith,Olivia Smith,UK,South,Furniture,Binders,238,28,1,0
ORD01425,29-09-2022,04-10-2022,Noah,Johnson,Noah Johnson,Canada,South,Technology,Tables,1736,412,5,0.2
ORD01426,02-07-2022,07-07-2022,Olivia,Smith,Olivia Smith,UK,East,Furniture,Accessories,137,24,10,0.1
ORD01427,30-12-2021,02-01-2022,Amit,Verma,Amit Verma,UK,North,Technology,Chairs,172,17,8,0
ORD01428,10-10-2021,13-10-2021,Ava,Anderson,Ava Anderson,Australia,North,Technology,Binders,1048,-251,14,0.2
ORD01429,24-04-2022,02-05-2022,Liam,Brown,Liam Brown,Australia,North,Technology,Chairs,1757,-15,12,0
ORD01430,21-09-2022,29-09-2022,Priya,Patel,PriyaPatel,Australia,North,Technology,Tables,772,114,1,0
ORD01431,12-12-2021,15-12-2021,Sneha,Sharma,Sneha Sharma,Australia,North,Technology,Chairs,571,-2,6,0
ORD01432,11-06-2021,17-06-2021,Emma,Anderson,Emma Anderson,USA,North,Furniture,Phones,537,-57,9,0.2
ORD01433,01-12-2021,10-12-2021,John,Verma,John Verma,Australia,East,Furniture,Tables,974,-62,15,0
ORD01434,02-12-2022,05-12-2022,Amit,Verma,Amit Verma,Australia,West,Furniture,Accessories,1120,-276,7,0
ORD01435,20-06-2021,29-06-2021,Amit,Anderson,Amit Anderson,India,West,Technology,Binders,97,-5,6,0.1
ORD01436,06-04-2021,10-04-2021,Noah,Smith,Noah Smith,Canada,West,Furniture,Tables,1304,-350,9,0.1
ORD01437,08-06-2021,13-06-2021,Liam,Taylor,LiamTaylor,Canada,South,Furniture,Tables,1889,3,9,0
ORD01438,08-01-2021,09-01-2021,Rahul,Johnson,RahulJohnson,Canada,South,Technology,Binders,1440,249,1,0.1
ORD01439,12-10-2021,13-10-2021,John,Taylor,John Taylor,Australia,South,Office Supplies,Accessories,1648,238,12,0
ORD01440,01-08-2021,06-08-2021,Priya,Sharma,Priya Sharma,USA,South,Office Supplies,Chairs,1591,-1,13,0.1
ORD01441,19-10-2022,23-10-2022,Ava,Taylor,Ava Taylor,India,North,Office Supplies,Binders,256,32,4,0
ORD01442,20-08-2021,26-08-2021,Noah,Brown,Noah Brown,India,South,Furniture,Tables,615,150,10,0
ORD01443,19-07-2022,29-07-2022,Ava,Taylor,Ava Taylor,UK,West,Technology,Accessories,1099,183,13,0
ORD01444,16-09-2022,21-09-2022,Noah,Verma,Noah Verma,UK,West,Office Supplies,Accessories,1736,-370,13,0.2
ORD01445,16-12-2022,24-12-2022,John,Brown,John Brown,Australia,West,Technology,Storage,1185,341,15,0.1
ORD01446,09-06-2021,12-06-2021,Rahul,Brown,Rahul Brown,Canada,South,Office Supplies,Accessories,359,-27,2,0.1
ORD01447,15-03-2022,21-03-2022,John,Taylor,John Taylor,UK,West,Furniture,Accessories,355,-104,9,0
ORD01448,03-05-2022,04-05-2022,Amit,Anderson,Amit Anderson,USA,West,Office Supplies,Phones,689,240,3,0.2
ORD01449,10-02-2022,11-02-2022,Noah,Brown,Noah Brown,Canada,East,Office Supplies,Binders,190,19,1,0.1
ORD01450,25-09-2021,01-10-2021,Amit,Taylor,Amit Taylor,USA,North,Technology,Chairs,1212,307,11,0
ORD01451,14-12-2021,22-12-2021,Rahul,Patel,Rahul Patel,UK,South,Furniture,Chairs,75,-10,4,0.1
ORD01452,24-06-2021,03-07-2021,Sneha,Verma,Sneha Verma,USA,South,Office Supplies,Phones,1807,265,8,0.1
ORD01453,11-06-2021,17-06-2021,Noah,Brown,NoahBrown,USA,East,Furniture,Accessories,845,-245,2,0.1
ORD01454,23-03-2022,31-03-2022,Liam,Patel,LiamPatel,USA,North,OfficeSupplies,Accessories,436,1,4,0.1
ORD01455,08-11-2021,13-11-2021,Ava,Taylor,Ava Taylor,UK,East,Furniture,Chairs,1941,-54,7,0.2
ORD01456,15-12-2021,23-12-2021,Noah,Smith,Noah Smith,Australia,West,Office Supplies,Accessories,380,-111,1,0
ORD01457,27-09-2021,03-10-2021,Noah,Sharma,Noah Sharma,USA,North,Office Supplies,Accessories,1623,145,1,0
ORD01458,05-04-2022,15-04-2022,Liam,Brown,LiamBrown,USA,East,Furniture,Phones,1113,137,6,0
ORD01459,31-10-2022,10-11-2022,Amit,Johnson,Amit Johnson,UK,East,Office Supplies,Chairs,1578,344,13,0.1
ORD01460,11-08-2022,12-08-2022,Priya,Sharma,Priya Sharma,USA,North,Office Supplies,Chairs,635,-81,6,0
